Name,SMILES,Description,xyz,zmat
"7,8-diaminononanoic acid",CC(C(CCCCCC(=O)O)N)N,"7,8-diaminononanoic acid is an amino fatty acid carrying amino substituents at positions 7 and 8. Some of its isomers are naturally occurring intermediates of biotin synthesis, and targets of antimicrobial and herbicide development. It is an amino monocarboxylic acid and an amino fatty acid. It is functionally related to a nonanoic acid. It is a conjugate base of a 7,8-diaminononanoate cation. It is a conjugate acid of a 7,8-diaminononanoate.","33

C          0.95547       -0.13905        0.10085
C          0.50991        0.50188        1.41513
C          1.00845        1.98420        1.45726
C          0.44945        2.83846        0.29233
C         -1.07600        2.94462        0.20695
C         -1.69379        3.53750        1.47433
C         -1.23726        4.98505        1.63836
C         -1.70944        5.82474        0.45606
C         -3.21795        5.87400        0.37493
O         -3.90012        6.85168        0.58430
O         -3.79040        4.68586        0.08215
N          0.83887        2.56518        2.79617
N         -0.92966        0.27045        1.60726
H          0.55666        0.37895       -0.77819
H          0.62907       -1.17848        0.03282
H          2.04828       -0.11216        0.03427
H          0.99233       -0.03105        2.24025
H          2.09706        1.96965        1.32385
H          0.89742        3.83966        0.32367
H          0.81381        2.44231       -0.66324
H         -1.32825        3.53514       -0.67830
H         -1.55535        2.00626       -0.05705
H         -2.77751        3.44047        1.45368
H         -1.49903        2.97261        2.37766
H         -1.59339        5.38764        2.59159
H         -0.14270        5.04543        1.69471
H         -1.32073        6.83967        0.56097
H         -1.30487        5.47248       -0.49777
H         -4.74115        4.76674        0.30251
H          0.90532        3.57965        2.77121
H         -0.06221        2.32299        3.19372
H         -1.31215        0.91432        2.29263
H         -1.44109        0.42283        0.74224
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5286
C  2  1.5645  1  109.12
C  3  1.5490  2  112.79  1  59.89
C  4  1.5315  3  116.08  2  59.24
C  5  1.5295  4  112.52  3  58.62
C  6  1.5267  5  109.62  4  65.07
C  7  1.5251  6  110.25  5  61.61
C  8  1.5115  7  111.63  6  62.63
O  9  1.2104  8  125.42  7  111.00
O  9  1.3510  8  113.95  7  293.19
N  3  1.4693  2  111.25  1  191.08
N  2  1.4707  1  109.37  3  129.43
H  1  1.0955  2  112.68  3  300.06
H  1  1.0916  2  111.45  3  179.83
H  1  1.0952  2  109.44  3  59.77
H  2  1.0943  1  108.40  3  243.22
H  3  1.0969  2  107.48  1  303.53
H  4  1.0973  3  109.54  2  184.78
H  4  1.52860  3  109.64  2  296.69
H  5  1.52861  4  108.20  3  182.40
H  5  1.52862  4  113.15  3  291.84
H  6  1.52863  5  110.61  4  189.82
H  6  1.52864  5  114.60  4  300.10
H  7  1.52865  6  110.19  5  185.54
H  7  1.52866  6  110.85  5  301.38
H  8  1.52867  7  109.09  6  183.50
H  8  1.52868  7  112.58  6  299.10
H  11  1.52869  9  106.86  8  164.26
H  12  1.56450  3  109.120  2  196.25
H  12  1.56451  3  109.121  2  316.68
H  13  1.56452  2  109.122  1  198.06
H  13  1.56453  2  109.123  1  316.68"
diethyl hydrogen phosphate,CCOP(=O)(O)OCC,Diethyl hydrogen phosphate is a dialkyl phosphate having ethyl as the alkyl group. It has a role as a human xenobiotic metabolite and a mouse metabolite. It is a conjugate acid of a diethylphosphate(1-).,"20

C          0.96933        0.09162       -0.04500
C          0.52874       -0.30887       -1.44652
O          1.04251       -1.58660       -1.82055
P          2.77251       -1.58660       -1.82055
O          2.75707       -2.56880       -0.64869
O          2.60376       -2.47037       -3.18131
O          4.50251       -1.58660       -1.82055
C          5.12943       -2.55861       -2.67031
C          4.83646       -4.01238       -2.29178
H          0.67623       -0.66791        0.68638
H          0.53357        1.05264        0.24169
H          2.05846        0.19069        0.02112
H         -0.56253       -0.35861       -1.49192
H          0.86644        0.43255       -2.17829
H          2.18012       -3.30452       -2.88113
H          4.84145       -2.35822       -3.70931
H          6.20897       -2.39553       -2.62071
H          3.77410       -4.25246       -2.21163
H          5.24753       -4.69457       -3.04169
H          5.25990       -4.24872       -1.31326
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5221
O  2  1.4258  1  111.46
P  3  1.7300  2  111.62  1  297.41
O  4  1.5283  3  89.89  2  160.74
O  4  1.6299  3  87.91  2  265.61
O  2  4.2000  1  84.67  3  316.94
C  7  1.4233  4  111.57  3  182.41
C  8  1.5212  7  111.71  4  297.40
H  1  1.0938  2  110.76  3  299.63
H  1  1.0935  2  110.84  3  178.23
H  1  1.0936  2  112.00  3  57.93
H  2  1.0934  1  109.75  3  119.65
H  2  1.0951  1  110.56  3  238.69
H  6  0.9822  4  104.85  3  286.31
H  8  1.0954  7  108.59  4  59.59
H  8  1.0935  7  108.09  4  176.47
H  9  1.0935  8  111.98  7  58.02
H  9  1.0935  8  110.80  7  178.27
H  9  1.52210  8  110.73  7  299.69"
diethoxy-hydroxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(O)OCC,"O,O-diethyl hydrogen thiophosphate is an organic thiophosphate that is the diethyl ester of phosphorothioic O,O,O-acid. It has a role as a human xenobiotic metabolite and a mouse metabolite. It is a conjugate acid of an O,O-diethyl thiophosphate.","20

C          0.68230        0.06703       -0.34504
C          0.31989       -0.04575        1.11674
O          1.34290        0.68181        1.79274
P          2.37688       -0.14244        2.71094
S          2.09260        0.04116        4.60755
O          2.24099       -1.59599        2.02615
O          3.85988        0.19317        2.16166
C          4.84271       -0.85375        2.17848
C          4.72605       -1.85409        3.33218
H          0.35311        1.04135       -0.71419
H          0.23015       -0.72372       -0.94573
H          1.77137        0.03289       -0.47675
H         -0.66821        0.36290        1.34285
H          0.26728       -1.09764        1.42136
H          2.48873       -1.52294        1.07730
H          4.76679       -1.38447        1.22169
H          5.83577       -0.39390        2.20285
H          3.71573       -2.22680        3.51257
H          5.32759       -2.74465        3.14137
H          5.04040       -1.39064        4.26977
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5254
O  2  1.4308  1  114.31
P  3  1.7300  2  118.33  1  307.80
S  4  2.0485  3  83.85  2  236.44
O  4  1.6461  3  92.87  2  334.07
O  2  4.3263  1  84.21  3  326.01
C  7  1.4308  4  120.79  3  182.58
C  8  1.5208  7  113.87  4  308.62
H  1  1.0924  2  110.63  3  290.61
H  1  1.0947  2  110.12  3  170.10
H  1  1.0932  2  113.84  3  49.64
H  2  1.0942  1  108.76  3  119.92
H  2  1.0959  1  111.08  3  236.60
H  6  0.9825  4  106.42  3  270.44
H  8  1.0957  7  109.61  4  73.92
H  8  1.0938  7  107.79  4  186.91
H  9  1.0934  8  113.36  7  43.13
H  9  1.0952  8  110.22  7  164.13
H  9  1.52540  8  110.12  7  283.96"
"3,4-dihydrochromen-2-one",C1CC(=O)OC2=CC=CC=C21,"3,4-dihydrocoumarin is a chromanone that is the 3,4-dihydro derivative of coumarin. It has a role as a plant metabolite. It is functionally related to a coumarin.","19

C         -0.53992       -1.77641        0.27190
C         -1.69700       -1.22133       -0.53742
C         -2.06046        0.16229       -0.06385
O         -3.22093        0.54385        0.03941
O         -0.99129        1.02014        0.15522
C          0.32792        0.54246        0.07169
C          1.33481        1.48941       -0.07655
C          2.65753        1.06267       -0.15006
C          2.95798       -0.29915       -0.05919
C          1.93642       -1.24249        0.09178
C          0.60582       -0.82293        0.14340
H         -0.81381       -1.87766        1.32908
H         -0.26927       -2.76852       -0.10652
H         -2.57185       -1.87000       -0.42686
H         -1.45069       -1.16253       -1.60470
H          1.08832        2.54472       -0.14420
H          3.45454        1.79074       -0.27632
H          3.99400       -0.62566       -0.11106
H          2.18946       -2.29850        0.15192
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5172
C  2  1.5069  1  110.62
O  3  1.2260  2  122.72  1  220.31
O  3  1.3882  2  115.55  1  44.97
C  5  1.4055  3  120.23  2  353.33
C  6  1.3901  5  117.04  3  162.29
C  7  1.3918  6  119.02  5  179.36
C  8  1.3975  7  119.98  6  359.26
C  9  1.3987  8  120.48  7  0.66
C  6  1.3952  5  121.10  3  341.92
H  1  1.0968  2  110.95  3  62.45
H  1  1.0958  2  109.60  3  181.77
H  2  1.0947  1  109.80  3  240.10
H  2  1.0969  1  111.55  3  120.37
H  7  1.0858  6  120.28  5  358.72
H  8  1.0869  7  119.85  6  179.37
H  9  1.0875  8  119.62  7  180.38
H  10  1.0876  9  119.40  8  179.47"
"6,8-bis(sulfanyl)octanamide",C(CCC(=O)N)CC(CCS)S,"Dihydrolipoamide is a dithiol and a monocarboxylic acid amide. It has a role as a human metabolite, a cofactor, a Saccharomyces cerevisiae metabolite and a mouse metabolite.","29

C          0.91118       -0.00043       -0.00416
C          0.47041       -0.54620        1.34741
C          1.03576        0.22518        2.56310
C          0.59671        1.68273        2.79420
O         -0.40039        1.97912        3.42017
N          1.33009        2.67704        2.17558
C          0.25449        1.35137       -0.24011
C          0.91662        2.14851       -1.34678
C          0.37109        1.60248       -2.65704
C         -1.16269        1.50009       -2.74334
S         -2.03000        3.08132       -2.94728
S          0.81358        3.96769       -1.10724
H          0.62828       -0.69991       -0.80430
H          2.00524        0.07349       -0.02607
H         -0.62600       -0.58570        1.37598
H          0.81363       -1.58904        1.40630
H          0.70197       -0.31712        3.45420
H          2.12810        0.17837        2.54724
H          1.96222        2.45620        1.41426
H          0.73859        3.47847        1.94457
H         -0.82914        1.26078       -0.28577
H          0.27772        1.93509        0.63118
H          2.00331        1.99316       -1.30454
H          0.80329        2.12079       -3.51633
H          0.75665        0.57304       -2.72237
H         -1.41741        0.86257       -3.58799
H         -1.61233        0.98264       -1.89199
H         -1.93115        3.52124       -1.68320
H         -0.46908        4.06975       -0.74067
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5228
C  2  1.5468  1  114.40
C  3  1.5397  2  119.07  1  65.97
O  4  1.2140  3  122.87  2  87.12
N  4  1.3817  3  117.56  2  271.76
C  1  1.5213  2  109.34  3  290.45
C  7  1.5161  1  113.07  2  163.64
C  8  1.5207  7  106.47  1  80.76
C  9  1.5396  8  115.44  7  50.50
S  10  1.8150  9  115.11  8  73.89
S  8  1.8378  7  113.63  1  210.46
H  1  1.0998  2  110.08  3  169.56
H  1  1.0968  2  109.31  3  52.85
H  2  1.0975  1  108.98  3  125.24
H  2  1.0994  1  107.29  3  239.64
H  3  1.0952  2  106.33  1  184.16
H  3  1.0935  2  109.41  1  299.58
H  6  1.0139  4  120.69  3  16.01
H  6  1.52280  4  110.99  3  148.71
H  7  1.52281  1  111.24  2  297.11
H  7  1.52282  1  110.86  2  42.58
H  8  1.52283  7  109.24  1  322.36
H  9  1.52284  8  111.43  7  180.33
H  9  1.52285  8  105.14  7  293.52
H  10  1.52286  9  108.40  8  195.10
H  10  1.52287  9  113.43  8  309.26
H  11  1.52288  10  98.31  9  283.51
H  12  1.52289  8  99.50  7  315.52"
(3-hydroxy-2-oxopropyl) dihydrogen phosphate,C(C(=O)COP(=O)(O)O)O,"Dihydroxyacetone phosphate is a member of the class of glycerone phosphates that consists of glycerone bearing a single phospho substituent. It has a role as a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a primary alpha-hydroxy ketone and a member of glycerone phosphates. It is functionally related to a dihydroxyacetone. It is a conjugate acid of a glycerone phosphate(2-).","17

C          1.05051       -0.02988        0.02161
C          0.53843        1.17040       -0.75480
O         -0.07124        1.07720       -1.82771
C          0.84848        2.49555       -0.13891
O          0.13250        2.54726        1.06881
P         -1.37151        3.08227        1.17049
O         -1.62711        3.82507        2.43394
O         -1.65535        3.87276       -0.17951
O         -2.27005        1.77453        0.98540
O          0.67095       -1.25980       -0.55794
H          0.66137        0.01300        1.04373
H          2.14329        0.02038        0.05483
H          1.92270        2.56261        0.07311
H          0.62889        3.31131       -0.83158
H         -0.91594        4.40935       -0.50425
H         -3.00317        1.71717        1.62985
H          0.78398       -1.15167       -1.52060
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5170
O  2  1.2418  1  120.07
C  2  1.5508  1  116.71  3  185.25
O  4  1.4390  2  117.02  1  305.78
P  5  1.7300  4  112.77  2  301.16
O  6  1.5158  5  96.13  4  359.87
O  6  1.6210  5  88.79  4  107.63
O  2  4.4335  1  101.67  3  109.26
O  1  1.4181  2  113.48  3  347.03
H  1  1.0888  2  110.91  3  225.46
H  1  1.0906  2  107.10  3  106.39
H  4  1.0922  2  107.31  1  68.35
H  4  1.0994  2  108.80  1  183.23
H  8  0.9758  6  110.45  5  38.77
H  9  0.9793  6  102.88  5  166.08
H  10  0.9774  1  106.11  2  33.25"
(2-hydroxy-3-oxobutyl) dihydrogen phosphate,CC(=O)C(COP(=O)(O)O)O,"2-hydroxy-3-oxobutyl phosphate is an oxoalkyl phosphate, a hydroxyalkyl phosphate and a secondary alpha-hydroxy ketone. It has a role as a Saccharomyces cerevisiae metabolite and an Escherichia coli metabolite.","20

C          1.44344        0.41565        1.08275
C          0.56661       -0.75024        1.56833
O         -0.47556       -0.51153        2.22455
C          0.97890       -2.23408        1.29640
C          0.46442       -3.01415        0.05566
O          0.86834       -2.45429       -1.21253
P          0.45040       -0.77882       -1.31759
O          0.35852       -0.83950       -2.83487
O         -1.02904       -1.08140       -0.71654
O          0.03247        0.89665       -1.42265
O          2.39574       -2.36395        1.34382
H          0.47645        0.87843        0.78201
H          1.71462        1.27974        0.44773
H          2.06207       -0.17055        0.38580
H          0.57914       -2.77440        2.16398
H          0.87724       -4.02946        0.06773
H         -0.62413       -3.15142        0.06452
H         -1.58234       -1.68174       -1.24656
H         -0.31612        0.98323       -2.33394
H          2.74204       -2.22021        0.44529
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5331
O  2  1.2580  1  117.96
C  2  1.5960  1  121.83  3  180.30
C  4  1.5807  2  125.53  1  276.33
O  5  1.4594  4  113.55  2  63.94
P  6  1.7300  5  109.28  4  302.02
O  7  1.4972  6  94.14  5  342.22
O  7  1.6050  6  84.01  5  117.98
O  2  3.5629  1  54.20  3  94.30
O  4  1.4270  2  108.80  1  44.02
H  1  1.0909  2  110.05  3  357.10
H  1  1.0657  2  120.23  3  251.56
H  1  1.0865  2  111.88  3  135.88
H  4  1.0991  2  103.00  1  157.71
H  5  1.0955  4  109.93  2  181.91
H  5  1.1015  4  113.74  2  299.15
H  9  0.9853  7  106.50  6  60.65
H  10  0.9712  7  111.49  6  183.52
H  11  1.53310  4  105.48  2  280.83"
"1,3-dihydroxypropan-2-one",C(C(=O)CO)O,"Dihydroxyacetone is a ketotriose consisting of acetone bearing hydroxy substituents at positions 1 and 3. The simplest member of the class of ketoses and the parent of the class of glycerones. It has a role as a metabolite, an antifungal agent, a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a ketotriose and a primary alpha-hydroxy ketone.","12

C          1.02968       -0.06833        0.07467
C          0.49515       -0.45646        1.44908
O         -0.16383        0.32646        2.13990
C          0.86117       -1.84229        1.95434
O          0.40316       -2.86414        1.09036
O          0.63636        1.23567       -0.32344
H          0.65343       -0.77481       -0.67014
H          2.12202       -0.10235        0.09271
H          1.94986       -1.90950        2.04396
H          0.42981       -1.99485        2.94903
H         -0.57141       -2.83331        1.10037
H          0.79427        1.82151        0.44040
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5249
O  2  1.2347  1  122.00
C  2  1.5198  1  116.57  3  182.36
O  4  1.4144  2  112.19  1  300.65
O  1  1.4190  2  112.93  3  357.32
H  1  1.0933  2  109.20  3  237.28
H  1  1.0930  2  109.12  3  117.53
H  4  1.0944  2  108.83  1  61.52
H  4  1.0949  2  109.52  1  179.38
H  5  0.9751  4  107.13  2  295.24
H  6  0.9755  1  106.70  2  46.42"
"1,4-dihydroxynaphthalene-2-carboxylic acid",C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O,"1,4-dihydroxy-2-naphthoic acid is a naphthoic acid that is 2-naphthoic acid substituted by hydroxy groups at positions 1 and 4. It has a role as an Escherichia coli metabolite. It is a dihydroxy monocarboxylic acid, a naphthoic acid, a member of naphthalenediols and a naphthohydroquinone. It is functionally related to a 2-naphthoic acid. It is a conjugate acid of a 1,4-dihydroxy-2-naphthoate.","23

C          2.68919        0.69187        0.02416
C          2.69480       -0.69484       -0.02461
C          1.48920       -1.39310       -0.03941
C          0.25088       -0.72338       -0.01088
C          0.24499        0.69122        0.00976
C          1.47643        1.37816        0.03833
C         -0.98891        1.36812        0.00009
C         -2.20004        0.66821       -0.00465
C         -2.20013       -0.74100        0.01032
C         -0.97347       -1.42571        0.00006
O         -0.89232       -2.80136        0.00830
C         -3.51353       -1.44287        0.04334
O         -4.61020       -0.90984        0.05984
O         -3.39788       -2.78989        0.06349
O         -0.96214        2.74133       -0.00898
H          3.62449        1.24312        0.04729
H          3.63316       -1.24026       -0.04740
H          1.51627       -2.48064       -0.07565
H          1.49305        2.46620        0.07477
H         -3.14369        1.20861       -0.01509
H         -1.79995       -3.16785        0.03310
H         -4.32343       -3.12367        0.09285
H         -1.85782        3.11149       -0.03112
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.3876
C  2  1.3933  1  119.85
C  3  1.4081  2  121.49  1  0.24
C  4  1.4148  3  118.65  2  1.11
C  1  1.3935  2  119.74  3  359.07
C  5  1.4074  4  118.98  3  178.22
C  7  1.3988  5  121.23  4  1.18
C  8  1.4093  7  120.02  5  0.47
C  9  1.4049  8  119.16  7  358.61
O  10  1.3781  9  122.54  8  180.26
C  9  1.4895  8  118.13  7  178.31
O  12  1.2195  9  125.97  8  359.95
O  12  1.3521  9  113.22  8  180.37
O  7  1.3735  5  117.63  4  181.39
H  1  1.0859  2  120.30  3  179.31
H  2  1.0856  1  120.42  3  180.24
H  3  1.0885  2  118.66  1  180.13
H  6  1.0888  1  118.63  2  180.12
H  8  1.38760  7  120.18  5  180.18
H  11  1.38761  10  108.62  9  359.30
H  14  1.38762  12  104.94  9  179.47
H  15  1.38763  7  111.34  5  178.99"
2-(dimethylamino)acetic acid,CN(C)CC(=O)O,"N,N-dimethylglycine is an N-methylglycine that is glycine carrying two N-methyl substituents. It has a role as a human metabolite, a Daphnia magna metabolite and a mouse metabolite. It is a N-methyl-amino acid and a member of N-methylglycines. It is a tautomer of a N,N-dimethylglycine zwitterion.","16

C          0.89851        0.01318        0.01849
N          0.38476        1.36048       -0.22290
C         -1.07237        1.35117       -0.34127
C          0.85208        2.30496        0.82167
C          0.42395        1.93046        2.23775
O          1.16469        1.54495        3.13354
O         -0.90831        1.99898        2.44454
H          0.57296       -0.67388       -0.76995
H          0.56025       -0.39219        0.97784
H          1.99416        0.01187        0.00838
H         -1.56766        0.94796        0.54538
H         -1.45022        2.36251       -0.52819
H         -1.39385        0.72506       -1.17927
H          1.94941        2.34400        0.80077
H          0.51775        3.32603        0.60363
H         -1.06543        1.56358        3.30687
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
N  1  1.4620
C  2  1.4620  1  110.96
C  2  1.4838  1  111.08  3  125.31
C  4  1.5261  2  114.12  1  300.15
O  5  1.2246  4  125.90  2  111.04
O  5  1.3500  4  113.99  2  293.83
H  1  1.0953  2  110.78  3  56.22
H  1  1.0950  2  112.16  3  295.64
H  1  1.0957  2  110.55  3  174.47
H  3  1.0927  2  112.86  1  58.18
H  3  1.0957  2  110.59  1  180.35
H  3  1.0943  2  111.00  1  299.24
H  4  1.0982  2  108.90  1  60.72
H  4  1.0963  2  110.90  1  176.43
H  7  0.9787  5  105.71  4  168.46"
N-methylmethanamine,CNC,Dimethylamine is a secondary aliphatic amine where both N-substituents are methyl. It has a role as a metabolite. It is a secondary aliphatic amine and a member of methylamines. It is a conjugate base of a dimethylaminium.,"10

C          0.95673       -0.05120       -0.07633
N          0.45685        0.15815       -1.42865
C         -0.99995        0.16340       -1.44316
H          0.62806       -1.01719        0.32032
H          0.62706        0.74445        0.59978
H          2.05101       -0.05370       -0.08620
H          0.79964        1.05186       -1.77905
H         -1.40343        0.96714       -0.81861
H         -1.35588        0.31995       -2.46607
H         -1.40108       -0.79464       -1.09714
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
N  1  1.4569
C  2  1.4569  1  110.66
H  1  1.0948  2  111.11  3  61.20
H  1  1.0949  2  111.43  3  299.32
H  1  1.0943  2  109.58  3  179.90
H  2  1.0193  1  109.25  3  120.33
H  3  1.0949  2  111.43  1  60.68
H  3  1.0943  2  109.58  1  180.10
H  3  1.0948  2  111.11  1  298.80"
"5,6-dimethyl-1H-benzimidazole",CC1=CC2=C(C=C1C)N=CN2,"5,6-dimethylbenzimidazole is a dimethylbenzimidazole carrying methyl substituents at positions 5 and 6. It has a role as an Escherichia coli metabolite and a human metabolite.","21

C          2.88418       -1.46619       -0.03304
C          1.58360       -0.70736       -0.00341
C          0.37954       -1.44083        0.00558
C         -0.81452       -0.71788        0.00771
C         -0.86503        0.66900       -0.00426
C          0.33435        1.39429       -0.00465
C          1.56607        0.70480        0.00374
C          2.82606        1.53004        0.02425
N         -2.16633        1.11277       -0.00976
C         -2.90036        0.02466        0.00766
N         -2.13051       -1.10452        0.02087
H          3.43946       -1.21593       -0.94318
H          3.48653       -1.22058        0.84735
H          2.72398       -2.54878       -0.03148
H          0.37844       -2.52596        0.00842
H          0.29513        2.47879       -0.00859
H          2.87494        2.16359       -0.86670
H          2.84470        2.15927        0.92011
H          3.73430        0.92269        0.04051
H         -3.98188       -0.01062        0.01394
H         -2.46984       -2.05400        0.04114
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5061
C  2  1.4099  1  118.39
C  3  1.3959  2  117.46  1  181.18
C  4  1.3879  3  123.28  2  0.28
C  5  1.4016  4  119.08  3  359.32
C  6  1.4116  5  119.60  4  0.16
C  7  1.5063  6  117.54  5  180.91
N  5  1.3749  4  110.92  3  179.51
C  9  1.3127  5  105.17  4  0.41
N  10  1.3667  9  111.72  5  359.85
H  1  1.0951  2  109.82  3  118.58
H  1  1.0946  2  110.26  3  239.66
H  1  1.0944  2  111.84  3  359.27
H  3  1.0851  2  121.41  1  1.04
H  6  1.0852  5  119.09  4  180.33
H  8  1.0943  7  110.09  6  299.29
H  8  1.0949  7  109.89  6  59.89
H  8  1.0927  7  113.01  6  179.38
H  10  1.50610  9  125.87  5  179.70
H  11  1.50611  10  126.05  9  179.58"
"2,3-dihydroxy-3-methylbutanoic acid",CC(C)(C(C(=O)O)O)O,"2,3-dihydroxy-3-methylbutanoic acid is a dihydroxy monocarboxylic acid that is isovaleric acid which is substituted by hydroxy groups at positions 2 and 3. It is functionally related to a butyric acid and an isovaleric acid. It is a conjugate acid of a 2,3-dihydroxy-3-methylbutanoate.","19

C          1.05551       -0.03056        0.10647
C          0.46955       -1.14646       -0.75979
C          0.97834       -2.49122       -0.21438
C         -1.07779       -1.12220       -0.79135
C         -1.64325        0.17938       -1.37497
O         -2.27116        0.27800       -2.42346
O         -1.40333        1.27137       -0.62323
O         -1.53555       -2.25129       -1.55790
O          0.98286       -0.99652       -2.09273
H          0.67584       -0.09431        1.13189
H          0.83511        0.96141       -0.29355
H          2.14858       -0.08127        0.13034
H          0.63068       -2.65769        0.81077
H          0.65051       -3.33390       -0.83261
H          2.07411       -2.52095       -0.21723
H         -1.48896       -1.24583        0.21666
H         -1.67775        2.03798       -1.16923
H         -1.37350       -2.03466       -2.49444
H          0.72343       -1.78254       -2.60560
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5294
C  2  1.5378  1  108.08
C  2  1.5478  1  112.53  3  122.41
C  4  1.5344  2  112.92  1  61.07
O  5  1.2261  4  125.61  2  113.94
O  5  1.3473  4  114.18  2  293.59
O  4  1.4394  2  108.45  1  183.53
O  2  1.4362  1  108.21  3  243.76
H  1  1.0953  2  110.79  3  295.20
H  1  1.0921  2  112.21  3  173.10
H  1  1.0945  2  111.17  3  56.38
H  3  1.0952  2  111.09  1  62.51
H  3  1.0954  2  111.94  1  183.90
H  3  1.0962  2  110.70  1  302.02
H  4  1.0956  2  110.77  1  299.93
H  7  0.9804  5  105.85  4  170.85
H  8  0.9748  4  106.53  2  284.85
H  9  0.9737  2  108.02  1  171.21"
methylsulfinylmethane,CS(=O)C,"Dimethyl sulfoxide is a 2-carbon sulfoxide in which the sulfur atom has two methyl substituents. It has a role as a polar aprotic solvent, a radical scavenger, a non-narcotic analgesic, an antidote, a MRI contrast agent, an Escherichia coli metabolite, a geroprotector and an alkylating agent. It is a sulfoxide and a volatile organic compound.","10

C          1.07278        0.01480        0.05285
S          0.42054        1.68734        0.26937
O         -1.07240        1.57404        0.38975
C          1.07278        2.00466        1.92575
H          0.73722       -0.34816       -0.92337
H          0.69218       -0.65452        0.82795
H          2.16507        0.02889        0.06569
H          0.69218        1.27148        2.64074
H          2.16507        1.99099        1.91247
H          0.73722        3.00106        2.22898
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
S  1  1.8082
O  2  1.5021  1  107.36
C  2  1.8082  1  98.16  3  111.14
H  1  1.0942  2  107.64  3  67.46
H  1  1.0925  2  110.86  3  308.53
H  1  1.0925  2  110.32  3  185.97
H  4  1.0925  2  110.86  1  300.34
H  4  1.0925  2  110.32  1  62.89
H  4  1.0942  2  107.64  1  181.41"
"4-(2-aminoethyl)benzene-1,2-diol",C1=CC(=C(C=C1CCN)O)O,"Dopamine is catechol in which the hydrogen at position 4 is substituted by a 2-aminoethyl group. It has a role as a cardiotonic drug, a beta-adrenergic agonist, a dopaminergic agent, a sympathomimetic agent, a human metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a conjugate base of a dopaminium(1+).","22

C         -1.84148        0.74911       -0.15039
C         -0.62806        1.42469       -0.06675
C          0.54174        0.69554       -0.00353
C          0.51079       -0.69904        0.00401
C         -0.70707       -1.38113       -0.00930
C         -1.90672       -0.65430       -0.06277
C         -3.25656       -1.34444       -0.03704
C         -4.11771       -1.03049        1.20716
N         -4.50511        0.37635        1.33945
O          1.71005       -1.35613        0.02627
O          1.72920        1.36765        0.02436
H         -2.74836        1.33553       -0.27547
H         -0.60364        2.51019       -0.06564
H         -0.73093       -2.46745        0.01350
H         -3.80436       -1.08852       -0.95272
H         -3.10877       -2.43282       -0.07133
H         -5.03745       -1.62372        1.15449
H         -3.58447       -1.33371        2.11497
H         -5.08253        0.49912        2.16934
H         -3.66436        0.92181        1.53516
H          1.53136       -2.31210        0.00060
H          2.41053        0.66964       -0.00509
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.3913
C  2  1.3799  1  119.05
C  3  1.3949  2  120.64  1  358.71
C  4  1.3959  3  120.52  2  357.95
C  5  1.4037  4  119.54  3  1.52
C  6  1.5163  5  121.64  4  181.88
C  7  1.5454  6  114.66  5  115.40
N  8  1.4652  7  114.52  6  63.16
O  4  1.3677  3  117.45  2  178.02
O  3  1.3648  2  118.58  1  177.42
H  1  1.0872  2  118.20  3  184.56
H  2  1.0858  1  120.34  3  179.14
H  5  1.0868  4  120.49  3  181.04
H  7  1.0973  6  108.91  5  239.46
H  7  1.0989  6  109.30  5  354.60
H  8  1.0957  7  108.61  6  183.43
H  8  1.0956  7  109.86  6  300.59
H  9  1.0184  8  109.83  7  178.92
H  9  1.39130  8  108.21  7  292.14
H  10  1.39131  4  108.10  3  181.76
H  11  1.39132  3  104.75  2  184.45"
